ProductCode,ManufacturerProductCode,ProductTitle,PriceExGST,PriceRRP,ProductCategory,StockOnHand,ProductDescription,ProductManufacturer,PromotionCode,NextAvailableStockDue
MHNL3X/A,MHNL3X/A,"Apple 12.9"" iPad Pro Wi-Fi 512GB - Silver",1913.95,2077.39,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12MP Wide camera,10MP Ultra Wide camera and LiDAR Scanner for immersive AR  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHNM3X/A,MHNM3X/A,"Apple 12.9"" iPad Pro Wi-Fi 1TB - Space Grey",2490.18,2703.48,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12MP Wide camera,10MP Ultra Wide camera and LiDAR Scanner for immersive AR  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHNN3X/A,MHNN3X/A,"Apple 12.9"" iPad Pro Wi-Fi 1TB - Silver",2490.18,2703.48,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12MP Wide camera,10MP Ultra Wide camera and LiDAR Scanner for immersive AR  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHNP3X/A,MHNP3X/A,"Apple 12.9"" iPad Pro Wi-Fi 2TB - Space Grey",3067.43,3329.57,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12MP Wide camera,10MP Ultra Wide camera and LiDAR Scanner for immersive AR  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHNQ3X/A,MHNQ3X/A,"Apple 12.9"" iPad Pro Wi-Fi 2TB - Silver",3067.43,3329.57,"Apple iPad",0,"Apple M1 chip for next-level performance Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour TrueDepth camera system featuring Ultra Wide camera with Centre Stage 12MP Wide camera,10MP Ultra Wide camera and LiDAR Scanner for immersive AR Stay connected with ultrafast Wi-Fi 6 Go further with all-day battery life Thunderbolt / USB 4 for connecting to fast external storage,displays and docks Face ID for secure authentication and Apple Pay Four Speaker Audio and five studio-quality microphones Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio iPadOS is powerful,intuitive and designed specifically for iPad Over a million apps on the App Store just for iPad",APPLE,,
MHQR3X/A,MHQR3X/A,"Apple 11"" iPad Pro Wi-Fi 128GB - Space Grey",1080.82,1173.04,"Apple iPad",0,"Apple M1 chip for next-level performance Stunning 11-inch Liquid Retina display with ProMotion,True Tone and P3 wide colour True Depth camera system featuring Ultra Wide front camera with Centre Stage 12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR Stay connected with ultrafast Wi-Fi 6 Go further with all-day battery life Thunderbolt / USB 4 for connecting to fast external storage,displays and docks Face ID for secure authentication and Apple Pay Four Speaker Audio and five studio-quality microphones Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio iPadOS is powerful,intuitive and designed specifically for iPad Over a million apps on the App Store just for iPad",APPLE,,
MHQT3X/A,MHQT3X/A,"Apple 11"" iPad Pro Wi-Fi 128GB - Silver",1080.82,1173.04,"Apple iPad",0,"Apple M1 chip for next-level performance Stunning 11-inch Liquid Retina display with ProMotion,True Tone and P3 wide colour True Depth camera system featuring Ultra Wide front camera with Centre Stage 12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR Stay connected with ultrafast Wi-Fi 6 Go further with all-day battery life Thunderbolt / USB 4 for connecting to fast external storage,displays and docks Face ID for secure authentication and Apple Pay Four Speaker Audio and five studio-quality microphones Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio iPadOS is powerful,intuitive and designed specifically for iPad Over a million apps on the App Store just for iPad",APPLE,,
MHQU3X/A,MHQU3X/A,"Apple 11"" iPad Pro Wi-Fi 256GB - Space Grey",1225.13,1329.57,"Apple iPad",8,"Apple M1 chip for next-level performance Stunning 11-inch Liquid Retina display with ProMotion,True Tone and P3 wide colour True Depth camera system featuring Ultra Wide front camera with Centre Stage 12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR Stay connected with ultrafast Wi-Fi 6 Go further with all-day battery life Thunderbolt / USB 4 for connecting to fast external storage,displays and docks Face ID for secure authentication and Apple Pay Four Speaker Audio and five studio-quality microphones Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio iPadOS is powerful,intuitive and designed specifically for iPad Over a million apps on the App Store just for iPad",APPLE,,
MHQV3X/A,MHQV3X/A,"Apple 11"" iPad Pro Wi-Fi 256GB - Silver",1225.13,1329.57,"Apple iPad",0,"Apple M1 chip for next-level performance  Stunning 11-inch Liquid Retina display with ProMotion,True Tone and P3 wide colour  True Depth camera system featuring Ultra Wide front camera with Centre Stage  12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHQW3X/A,MHQW3X/A,"Apple 11"" iPad Pro Wi-Fi 512GB - Space Grey",1512.73,1642.61,"Apple iPad",0,"Apple M1 chip for next-level performance Stunning 11-inch Liquid Retina display with ProMotion,True Tone and P3 wide colour True Depth camera system featuring Ultra Wide front camera with Centre Stage 12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR Stay connected with ultrafast Wi-Fi 6 Go further with all-day battery life Thunderbolt / USB 4 for connecting to fast external storage,displays and docks Face ID for secure authentication and Apple Pay Four Speaker Audio and five studio-quality microphones Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio iPadOS is powerful,intuitive and designed specifically for iPad Over a million apps on the App Store just for iPad",APPLE,,
MHQX3X/A,MHQX3X/A,"Apple 11"" iPad Pro Wi-Fi 512GB - Silver",1512.73,1642.61,"Apple iPad",0,"Apple M1 chip for next-level performance  Stunning 11-inch Liquid Retina display with ProMotion,True Tone and P3 wide colour  True Depth camera system featuring Ultra Wide front camera with Centre Stage  12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHQY3X/A,MHQY3X/A,"Apple 11"" iPad Pro Wi-Fi 1TB - Space Grey",2089.99,2268.70,"Apple iPad",0,"Apple M1 chip for next-level performance Stunning 11-inch Liquid Retina display with ProMotion,True Tone and P3 wide colour True Depth camera system featuring Ultra Wide front camera with Centre Stage 12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR Stay connected with ultrafast Wi-Fi 6 Go further with all-day battery life Thunderbolt / USB 4 for connecting to fast external storage,displays and docks Face ID for secure authentication and Apple Pay Four Speaker Audio and five studio-quality microphones Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio iPadOS is powerful,intuitive and designed specifically for iPad Over a million apps on the App Store just for iPad",APPLE,,
MHR03X/A,MHR03X/A,"Apple 11"" iPad Pro Wi-Fi 1TB - Silver",2089.99,2268.70,"Apple iPad",0,"Apple M1 chip for next-level performance Stunning 11-inch Liquid Retina display with ProMotion,True Tone and P3 wide colour True Depth camera system featuring Ultra Wide front camera with Centre Stage 12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR Stay connected with ultrafast Wi-Fi 6 Go further with all-day battery life Thunderbolt / USB 4 for connecting to fast external storage,displays and docks Face ID for secure authentication and Apple Pay Four Speaker Audio and five studio-quality microphones Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio iPadOS is powerful,intuitive and designed specifically for iPad Over a million apps on the App Store just for iPad",APPLE,,
MHR23X/A,MHR23X/A,"Apple 11"" iPad Pro Wi-Fi 2TB - Space Grey",2666.22,2894.78,"Apple iPad",0,"Apple M1 chip for next-level performance Stunning 11-inch Liquid Retina display with ProMotion,True Tone and P3 wide colour True Depth camera system featuring Ultra Wide front camera with Centre Stage 12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR Stay connected with ultrafast Wi-Fi 6 Go further with all-day battery life Thunderbolt / USB 4 for connecting to fast external storage,displays and docks Face ID for secure authentication and Apple Pay Four Speaker Audio and five studio-quality microphones Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio iPadOS is powerful,intuitive and designed specifically for iPad Over a million apps on the App Store just for iPad",APPLE,,
MHR33X/A,MHR33X/A,"Apple 11"" iPad Pro Wi-Fi 2TB - Silver",2666.22,2894.78,"Apple iPad",0,"Apple M1 chip for next-level performance Stunning 11-inch Liquid Retina display with ProMotion,True Tone and P3 wide colour True Depth camera system featuring Ultra Wide front camera with Centre Stage 12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR Stay connected with ultrafast Wi-Fi 6 Go further with all-day battery life Thunderbolt / USB 4 for connecting to fast external storage,displays and docks Face ID for secure authentication and Apple Pay Four Speaker Audio and five studio-quality microphones Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio iPadOS is powerful,intuitive and designed specifically for iPad Over a million apps on the App Store just for iPad",APPLE,,
MHR43X/A,MHR43X/A,"Apple 12.9"" iPad Pro Wi-Fi + Cellular 128GB - Space Grey",1705.15,1851.30,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR  5G for superfast downloads and high-quality streaming  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHR53X/A,MHR53X/A,"Apple 12.9"" iPad Pro Wi-Fi + Cellular 128GB - Silver",1705.15,1851.30,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR  5G for superfast downloads and high-quality streaming  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHR63X/A,MHR63X/A,"Apple 12.9"" iPad Pro Wi-Fi + Cellular 256GB - Space Grey",1849.46,2007.83,"Apple iPad",0,"Apple M1 chip for next-level performance Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour TrueDepth camera system featuring Ultra Wide camera with Centre Stage 12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR 5G for superfast downloads and high-quality streaming Stay connected with ultrafast Wi-Fi 6 Go further with all-day battery life Thunderbolt / USB 4 for connecting to fast external storage,displays and docks Face ID for secure authentication and Apple Pay Four Speaker Audio and five studio-quality microphones Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio iPadOS is powerful,intuitive and designed specifically for iPad Over a million apps on the App Store just for iPad",APPLE,,
MHR73X/A,MHR73X/A,"Apple 12.9"" iPad Pro Wi-Fi + Cellular 256GB - Silver",1849.46,2007.83,"Apple iPad",1,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR  5G for superfast downloads and high-quality streaming  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHR83X/A,MHR83X/A,"Apple 12.9"" iPad Pro Wi-Fi + Cellular 512GB - Space Grey",2138.09,2320.87,"Apple iPad",0,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR  5G for superfast downloads and high-quality streaming  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHR93X/A,MHR93X/A,"Apple 12.9"" iPad Pro Wi-Fi + Cellular 512GB - Silver",2138.09,2320.87,"Apple iPad",9,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR  5G for superfast downloads and high-quality streaming  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
MHRA3X/A,MHRA3X/A,"Apple 12.9"" iPad Pro Wi-Fi + Cellular 1TB - Space Grey",2714.32,2946.96,"Apple iPad",3,"Apple M1 chip for next-level performance  Brilliant 12.9-inch Liquid Retina XDR display with ProMotion,True Tone and P3 wide colour  TrueDepth camera system featuring Ultra Wide camera with Centre Stage  12-megapixel Wide camera,10-megapixel Ultra Wide camera and LiDAR Scanner for immersive AR  5G for superfast downloads and high-quality streaming  Stay connected with ultrafast Wi-Fi 6  Go further with all-day battery life  Thunderbolt / USB 4 for connecting to fast external storage,displays and docks  Face ID for secure authentication and Apple Pay  Four Speaker Audio and five studio-quality microphones  Support for Apple Pencil (2nd generation),Magic Keyboard and Smart Keyboard Folio  iPadOS is powerful,intuitive and designed specifically for iPad  Over a million apps on the App Store just for iPad",APPLE,,
