"Brand","Mftr Code","Description","Long Description","Dove Code","Price","Qty","Category 1","Category 2","Image URL","Product URL","Barcode","Current Due Date"
"Logitech","960-000939","Logitech BCC950 ConferenceCam","Motorized pan, tilt and zoom, Integrated full duplex omni-directional speakerphone with 8-foot range, On-board UVC H.264 encoding, USB video class (UVC) supported applications, Full HD 1080p30fps video calling, Camera and speakerphone controls, speakerphone and remote control, 10-foot range remote control, Pan, tilt and zoom, Volume, Audio mute, Answer/Hang up, Carl Zeiss Optics with 9 point auto focus, 78-degree field of view, 180-degree pan, 55-degree tilt, 3.5mm analog headset jack, USB 2.0 compliant, 8-foot USB cable, 8-foot universal power adapter, 9-inch extender stem for elevation / eye level camera angle, Compatibility: USB video class (camera and H.264), Microsoft Lync, Skype, Windows 7, XP, and Mac OS X 10.6 and higher","ILW5500","303.52","31","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/8457-3412268.jpg","https://www.dove.co.nz/jump/8457","097855088024","0 day(s)"
"Logitech","960-001035","Logitech ConferenceCam Connect Portable - Silver","Portable ConferenceCam with Bluetooth® speakerphone for the huddle room, home office, and on the go. Full HD 1080p video calling. Integrated full duplex speakerphone with echo and noise cancellation. Bluetooth and NFC enabled. Rightlight™ 2 Technology for clarity in various lighting environments, even low light","ILW5509","608.38","19","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/20420-916267.jpg","https://www.dove.co.nz/jump/20420","097855114907","0 day(s)"
"Logitech","960-001219","Logitech Rally Ultra-HD ConferenceCam System","Full Rally system with Rally Camera, Speaker, Mic Pod, Table Hub, Display Hub, 2x Power Supplies, Remote Control, USB C to C cable, USB a to B Cable, CAT6A Cable, 2x HDMI A to A cable.","ILW5512","3913.40","4","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/19546-612228.jpg","https://www.dove.co.nz/jump/19546","","5 day(s)"
"Logitech","960-001274","Logitech Rally Plus Ultra-HD ConferenceCam System","Full Rally+ system with Rally Camera, 2x Speaker, 2x Mic Pod, Table Hub, Display Hub, 2x Power Supplies, Remote Control, USB C to C cable, USB a to B Cable, CAT6A Cable, 2x HDMI A to A cable.","ILW5514","4430.50","4","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/22770-3112810.jpg","https://www.dove.co.nz/jump/22770","","06 Dec 22"
"Logitech","939-001647","Logitech Rally Mic Hub (Splitter)","Allows splitting of Rally Mics 3 ways (rather than daisy chaining in straight line)","ILW5517","306.03","3","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/19547-010171.jpg","https://www.dove.co.nz/jump/19547","097855143143","5 day(s)"
"Logitech","939-001644","Logitech Rally Mounting Kit","Achieve a streamlined installation of each Rally system component with included brackets and mounting hardware. Camera bracket provides a secure, stable wall mount above or below the display, or cleverly inverts for near-ceiling installations. Mount speakers directly to the wall with low-profile brackets. Position hubs on a wall or beneath a table with ventilated hardware, then secure connections with the cable retention brackets for a professional appearance.","ILW5525","228.13","12","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/19550-2610171.jpg","https://www.dove.co.nz/jump/19550","097855142979","0 day(s)"
"Logitech","989-000430","Logitech Rally Mic Pod","Rally Mic Pod
","ILW5526","520.73","8","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/19548-410171.jpg","https://www.dove.co.nz/jump/19548","097855142955","0 day(s)"
"Logitech","960-001230","Logitech Rally Speaker","Logitech Rally Speaker","ILW5527","280.49","5","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/19549-2310171.jpg","https://www.dove.co.nz/jump/19549","097855142962","0 day(s)"
"Logitech","952-000038","Logitech Rally Mic Pod - White (Ceiling Mountable)","Expand audio coverage with modular, beamforming microphones
with RightSound™ technology for clear, natural, conversational sound.
Auto levels voices, suppresses background noise, and dampens
vibration for clear audio
Convenient mute control and indicator light
Available in graphite or white","ILW5528","520.73","6","VC Video Conference","_Unspecified","https://www.dove.co.nz/images/products/23151-4112212.jpg","https://www.dove.co.nz/jump/23151","097855166098","0 day(s)"
"Logitech","952-000002","Logitech Rally Mic Pod Table Mount Kit","Mount Rally Mic Pod to Table","ILW5529","97.72","24","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/21563-1913285.jpg","https://www.dove.co.nz/jump/21563","097855153197","0 day(s)"
"Logitech","960-001315","Logitech Rally Bar All-in-One-VC System - Graphite Black","Rally Bar Video Conferencing System. Built in compute natively supports Zoom and Teams","ILW5533","4561.15","4","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/22292-1215313.jpg","https://www.dove.co.nz/jump/22292","","5 day(s)"
"Logitech","960-001327","Logitech Rally Bar All-in-One-VC System - White","Rally Bar Video Conferencing System. Built in compute natively supports Zoom and Teams (TBC at Jan 2020).","ILW5534","4561.15","0","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/22293-2615313.jpg","https://www.dove.co.nz/jump/22293","","0 day(s)"
"Logitech","952-000041","Logitech TV Mount for Video Bars","Float Rally Bar Mini or Rally Bar above or below a TV or monitor
for a sleek installation and minimal footprint.
Flexible and flush mounting depths and thoughtful cable routing
Fits most displays with versatile swing-arm design
Optimizes viewing angle for above-display installations with
10° tilt down adapter","ILW5540","182.30","17","VC Video Conference","_Unspecified","https://www.dove.co.nz/images/products/23164-17152212.jpg","https://www.dove.co.nz/jump/23164","","0 day(s)"
"Logitech","952-000044","Logitech Wall Mount for Video Bars","Mount Rally Bar Mini or Rally Bar on the wall for a finished appearance
and minimal footprint.
Works with video bar’s built-in cable retention cover for a secure
connection
VESA mounting pattern compatible with mobile carts
Optimizes viewing angle for elevated placement with 10° tilt
down adapter","ILW5541","82.02","8","VC Video Conference","_Unspecified","https://www.dove.co.nz/images/products/23165-24152212.jpg","https://www.dove.co.nz/jump/23165","097855166074","0 day(s)"
"Logitech","952-000047","Logitech Rally Mic Pod Extension Cable","Add 10 meters of additional reach to the cabling of Rally Mic Pod or Rally Mic Pod Hub for larger spaces.
Plenum-rated and Eca certified for commercial installations Fits within standard 19mm conduit
Connect up to two cables for a total extension of 20 meters","ILW5542","221.01","19","VC Video Conference","_Unspecified","https://www.dove.co.nz/images/products/23152-13112212.jpg","https://www.dove.co.nz/jump/23152","097855167675","0 day(s)"
"Logitech","952-000020","Logitech Rally Mic Table/ Ceiling Mount - White","Rally Mic Pod Mount secures connections and hides cables to give
meeting rooms a professional look.
Hide cables and anchor mics on the table or ceiling
Adjusts to fit most tables
Available in graphite or white","ILW5543","97.72","6","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/22291-5814313.jpg","https://www.dove.co.nz/jump/22291","","0 day(s)"
"Logitech","993-001634","Logitech BCC950 Spare Power Adapter","Spare power adapter for the BCC950 Conference Camera","ILW5555","16.78","0","VC Video Conference","_Unspecified","","","","0 day(s)"
"Logitech","989-000171","Logitech GROUP Expansion Mics","Expansion microphone for the Logitech GROUP video conferencing system, Package contents 2 x Expansion Mics","ILW5561","395.79","7","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/13738-5812268.jpg","https://www.dove.co.nz/jump/13738","097855119551","0 day(s)"
"Logitech","960-001054","Logitech GROUP Video Conferencing System","GROUP is ideal for mid- to large-size video conferences. If you have a larger room or larger groups, the optional expansion mics will extend the audio range to 8.5m. HD 1080p video quality at 30 frames-per-second. Full-duplex speakerphone with life-like sound that's crisp, clear, and highly intelligible. 90-degree field of view, mechanical 260-degree pan and 130-degree tilt.","ILW5562","1337.59","31","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/13735-1413268.jpg","https://www.dove.co.nz/jump/13735","097855118462","0 day(s)"
"Logitech","939-001487","Logitech GROUP Extension Cable 10m","Easily customize your conference room set-up with the Logitech 10 meter Extended Cable, which replaces the 5 meter DIN cable included with Logitech GROUP. ","ILW5563","157.64","3","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/15745-181476.jpg","https://www.dove.co.nz/jump/15745","097855129765","13 Jan 23"
"Logitech","939-001490","Logitech GROUP Extension Cable 15m","Easily customize your conference room set-up with the Logitech 15 meter Extended Cable, which replaces the 5 meter DIN cable included with Logitech GROUP. ","ILW5564","303.12","0","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/15745-181476.jpg","https://www.dove.co.nz/jump/15745","097855131942","5 day(s)"
"Logitech","939-001553","Logitech Screen Share","Logitech Screen Share brings fast and easy content sharing to any conference room computer. Simply connect a laptop or tablet via HDMI to start sharing: there’s no need to install software, enter a passcode, or even connect to the internet. Affordably priced for every room, Logitech Screen Share takes the hassle out of presenting slides, spreadsheets, documents, and video recordings into online meetings.","ILW5565","370.61","0","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/17341-289612.jpg","https://www.dove.co.nz/jump/17341","097855135933","0 day(s)"
"Logitech","939-001498","Logitech MeetUp 4K ConferenceCam Mount","Logitech TV Mount for MeetUp securely holds the MeetUp ConferenceCam either above or below a flat-panel monitor and attaches to the industry-standard VESA mounting points available on most TVs and monitors.

","ILW5566","90.54","31","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/15906-1810317.jpg","https://www.dove.co.nz/jump/15906","097855133250","0 day(s)"
"Logitech","939-001656","Logitech MeetUp 4K ConferenceCam XL Mounting Bracket","Logitech XL TV Mount for MeetUp securely holds the MeetUp ConferenceCam either above or below a flat-panel monitor and attaches to the industry-standard VESA mounting points available on most TVs and monitors. HxWxD 700 mm x 83 mm x 16 mm

","ILW5568","212.88","23","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/21551-419275.jpg","https://www.dove.co.nz/jump/21551","097855140876","0 day(s)"
"Logitech","960-001101","Logitech MeetUp 4K ConferenceCam","4K Ultra HD video calling. Included 5m USB2 cable can support 1080P Full HD Video. Super-wide 120-degree field of view. 3-microphone speakerphone. Optional expansion microphone-ready. Motorized pan/tilt. Bluetooth® wireless technology","ILW5574","1099.99","101","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/15762-559126.jpg","https://www.dove.co.nz/jump/15762","097855130037","0 day(s)"
"Logitech","989-000405","Logitech MeetUp Expansion Mic","Logitech Expansion Mic for MeetUp lets people further from the camera be heard and provides flexibility for using Logitech MeetUp in larger huddle rooms.","ILW5575","339.50","23","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/15763-1910126.jpg","https://www.dove.co.nz/jump/15763","097855131171","0 day(s)"
"Logitech","950-000005","Logitech MeetUp Expansion Mic Extension Cable 10m","10m Extension cable for expansion mic. Spare Part. ","ILW5576","140.03","0","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/23135-5141712.jpg","https://www.dove.co.nz/jump/23135","097855148940","5 day(s)"
"Logitech","993-001145","Logitech Spare Power Adapter for Group / Meetup / Connect / PTZ Pro","Spare Power Adapter for GROUP, PTZ Pro,  ConferenceCam Connect and MeetUp systems","ILW5581","42.05","0","VC Video Conference","Adapters","","","097855122070","15 Jan 23"
"Logitech","939-001799","Logitech VC Strong USB Cable 10m 10GBPS","Extended-length SuperSpeed USB 10 Gbps cables, Plenum-rated and Eca certified for in-wall installation, Aramid-reinforced for strength and reliability ","ILW5583","395.67","1","Web Cameras","Unspecified","https://www.dove.co.nz/images/products/21010-092511.jpg","https://www.dove.co.nz/jump/21010","097855147097","5 day(s)"
"Logitech","993-001903","Logitech Rally Camera - N/A - Power Splitter","Rally Camera - N/A - POWER SPLITTER - WW","ILW5594","75.79","0","VC Video Conference","_Unspecified","","","","0 day(s)"
"Logitech","993-001943","Logitech Rally Display Hub Power Adapter. 90W 19V","Spare power adapter for the Rally Display Hub","ILW5601","109.57","2","VC Video Conference","Adapters","","","","0 day(s)"
"Logitech","950-000088","Logitech RoomMate - VC Computing Appliance","Purpose built Computing appliance for VC Systems such as Meetup / Rally System. Connect to USB Conferencecams like Rally System or Meetup and up to two Displays. Can deploy Zoom Rooms, Microsoft Teams Rooms and other supported solutions on Android base. Simplifies deployment without need for dedicated meeting room PC, supports central monitoring and management throuhg dashboards like Zoom Device manager, Microsoft Teams Admin Center and Logitech Sync.","ILW5603","1467.11","0","VC Video Conference","_Unspecified","https://www.dove.co.nz/images/products/23153-22112212.jpg","https://www.dove.co.nz/jump/23153","","0 day(s)"
"Logitech","993-001942","Logitech Rally Table Hub Power Adapter. 96W 48V","Spare power adapter for the Rally Table Hub","ILW5605","109.57","2","VC Video Conference","Adapters","","","","0 day(s)"
"Logitech","TAPCAT5E-NUCI5-ZOOM","LOGITECH TAP SCREEN & NUC I5 - Zoom","Purpose built Computing appliance for VC Systems such as Meetup / Rally System. Connect to USB Conferencecams like Rally System or Meetup and up to two Displays. Can deploy Zoom Rooms, Microsoft Teams Rooms and other supported solutions on Android base. Simplifies deployment without need for dedicated meeting room PC, supports central monitoring and management throuhg dashboards like Zoom Device manager, Microsoft Teams Admin Center and Logitech Sync..","ILW5609","3551.00","0","VC Video Conference","_Unspecified","https://www.dove.co.nz/images/products/23627-241165.jpg","https://www.dove.co.nz/jump/23627","","0 day(s)"
"Logitech","952-000097","Logitech Compute Mount White","","ILW5631","189.92","1","VC Video Conference","_Unspecified","https://www.dove.co.nz/images/products/24020-36151511.jpg","https://www.dove.co.nz/jump/24020","097855168733","0 day(s)"
"Logitech","939-001811","Logitech Tap Table Mount","Description TBA","ILW5632","352.01","6","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/23162-3152212.jpg","https://www.dove.co.nz/jump/23162","097855147325","0 day(s)"
"Logitech","939-001817","Logitech Tap Wall Mount","Description TBA.","ILW5635","352.01","3","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/23163-8152212.jpg","https://www.dove.co.nz/jump/23163","097855147349","5 day(s)"
"Logitech","952-000019","Logitech Tap Cat5e Extender / POE Kit","All necessary components to power and connect Tap to a meeting room computer. Comes with 10m of Cat5e cable or supports up to 40m cable. Clean install with Tap mounting kits. POE functionality removes need for Tap power cable. Includes Logitech Tap Receiver, Dongle Receiver, 100-240v Power Adapter, 2.97m Cat5e Cable, 7.0m Cat5e Cable.","ILW5636","499.00","1","VC Video Conference","Unspecified","https://www.dove.co.nz/images/products/22271-391623.jpg","https://www.dove.co.nz/jump/22271","","5 day(s)"
"Logitech","952-0000097","Logitech Compute Mount (White)","Securely attach Logitech RoomMate or a compute device anywhere in your meeting space. Logitech Compute Mount provides integrated cable retention and a hideaway design for a tidy installation. Standard 75mm / 100mm VESA.","ILW5637","165.00","0","VC Video Conference","_Unspecified","https://www.dove.co.nz/images/products/23672-71516.jpg","https://www.dove.co.nz/jump/23672","","0 day(s)"
"Logitech","952-000080","Logitech Tap Riser Mount V2.0","Description TBA. Version 2.0","ILW5639","352.01","3","VC Video Conference","_Unspecified","https://www.dove.co.nz/images/products/23824-3111128.jpg","https://www.dove.co.nz/jump/23824","097855166418","5 day(s)"
