Manufacturer Brand,MPN,Description,Dealer ex GST
Lightware,WP-HDMI-TPS-TX97-US,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT floor box transmitter over CATx cable including PoE. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. Compatible with TPS series input boards and receivers.  Compatible with US 2-gang wall box size panels.","$1,596.00"
Lightware,FP-HDMI-TPS-TX97-GB3,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT floor box transmitter over CATx cable including PoE. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. Remote powering through MX-TPS2-IB-P/AP/SP boards, MMX6x2-HT series, 25G-8TPS2 boards. Compatible with OBO and Ackermann GB3 frames.","$2,113.00"
Lightware,WP-HDMI-TPS-RX97-FP-8AT,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT floor box receiver over CATx cable including PoE. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. Compatible with TPS series output boards and transmitters.  Compatible with Legrand 8AT floor panel.","$1,596.00"
Lightware,WP-HDMI-TPS-RX97-EU,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT floor box receiver over CATx cable including PoE. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. Compatible with TPS series output boards and transmitters. Compatible with European two gang panels","$1,596.00"
Lightware,WP-HDMI-TPS-RX97-UK,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT floor box receiver over CATx cable including PoE. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. Compatible with TPS series output boards and transmitters.  Compatible with UK panels.","$1,596.00"
Lightware,WP-HDMI-TPS-RX97-US,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT floor box receiver over CATx cable including PoE. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. Compatible with TPS series output boards and transmitters.  Compatible with US 2-gang wall box size panels.","$1,596.00"
Lightware,FP-HDMI-TPS-RX97-GB3,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT floor box receiver over CATx cable including PoE. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. Remote powering through MX-TPS2-OB-P/AP/SP boards, MMX6x2-HT series, 25G-8TPS2 boards. Compatible with OBO and Ackermann GB3 frames.","$2,113.00"
Lightware,WP-UMX-TPS-TX120-US Black,"HDMI, VGA + Ethernet + bidirectional RS-232 + single direction IR HDBaseT wallplate transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. US 2-gang wall box size. Compatible with TPS series input boards and receivers. Powering not included, external PSU-48VP1-40 or the TPS-PI-1P1 power injector shall be ordered separately.","$2,348.00"
Lightware,WP-UMX-TPS-TX130-US Black,"HDMI, VGA, DP1.1 + Ethernet + bidirectional RS-232 + single direction IR HDBaseT wallplate transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. US 2-gang wall box size. Compatible with TPS series input boards and receivers. Powering not included, external PSU-48VP1-40 or the TPS-PI-1P1 power injector shall be ordered separately.","$2,535.00"
Lightware,WP-UMX-TPS-TX130-Plus-US Black,"HDMI, VGA, DP1.1 + Ethernet + bidirectional RS-232 + single direction IR HDBaseT wallplate transmitter for CATx cable with advanced control functions. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. US 2-gang wall box size. Compatible with TPS series input boards and receivers. Infra and CEC command sending/receiving with Event Manager; advanced RS-232 control; increased number of events to 100. Powering not included, external PSU-48VP1-40 or the TPS-PI-1P1 power injector shall be ordered separately.","$2,535.00"
Lightware,WP-UMX-TPS-TX120-US White,"HDMI, VGA + Ethernet + bidirectional RS-232 + single direction IR HDBaseT wallplate transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. US 2-gang wall box size. Compatible with TPS series input boards and receivers. Powering not included, external PSU-48VP1-40 or the TPS-PI-1P1 power injector shall be ordered separately.","$2,348.00"
Lightware,WP-UMX-TPS-TX130-US White,"HDMI, VGA, DP1.1 + Ethernet + bidirectional RS-232 + single direction IR HDBaseT wallplate transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. US 2-gang wall box size. Compatible with TPS series input boards and receivers. Powering not included, external PSU-48VP1-40 or the TPS-PI-1P1 power injector shall be ordered separately.","$2,535.00"
Lightware,WP-UMX-TPS-TX130-Plus-US White,"HDMI, VGA, DP1.1 + Ethernet + bidirectional RS-232 + single direction IR HDBaseT wallplate transmitter for CATx cable with advanced control functions. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. US 2-gang wall box size. Compatible with TPS series input boards and receivers. Infra and CEC command sending/receiving with Event Manager; advanced RS-232 control; increased number of events to 100. Powering not included, external PSU-48VP1-40 or the TPS-PI-1P1 power injector shall be ordered separately.","$2,535.00"
Lightware,FP-UMX-TPS-TX120-MKM,"HDMI, VGA + Ethernet + bidirectional RS-232 + single direction IR HDBaseT floor box transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. Compatible with TPS series input boards and receivers. Powering (external PSU-48VP1-40 or the TPS-PI-1P1 power injector) not included, shall be ordered separately. Compatible with MK CableLink Plus Modular, Ackermann Cablelink Modular Floorboxes versions","$2,348.00"
Lightware,FP-UMX-TPS-TX120-MKS,"HDMI, VGA + Ethernet + bidirectional RS-232 + single direction IR HDBaseT floor box transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. Compatible with TPS series input boards and receivers. Powering (external PSU-48VP1-40 or the TPS-PI-1P1 power injector) not included, shall be ordered separately. Compatible with MK CableLink Plus Screed, Single Pan Boxes, Onix Plus Screeded Floor system versions","$2,348.00"
Lightware,FP-UMX-TPS-TX120-GES4,"HDMI, VGA + Ethernet + bidirectional RS-232 + single direction IR HDBaseT floor box transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. Compatible with TPS series input boards and receivers. Powering (external PSU-48VP1-40 or the TPS-PI-1P1 power injector) not included, shall be ordered separately. Compatible with OBO Bettermann GES4, GES6, GESR4, GESR7, UDHOME4 versions","$2,348.00"
Lightware,FP-UMX-TPS-TX120-GES9,"HDMI, VGA + Ethernet + bidirectional RS-232 + single direction IR HDBaseT floor box transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. Compatible with TPS series input boards and receivers. Powering (external PSU-48VP1-40 or the TPS-PI-1P1 power injector) not included, shall be ordered separately. Compatible with OBO Bettermann GES9, GESR9, UDHOME9 versions","$2,348.00"
Lightware,FP-UMX-TPS-TX130-MKM,"HDMI, VGA, DP1.1 + Ethernet + bidirectional RS-232 + single direction IR HDBaseT floor box transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. Compatible with TPS series input boards and receivers. Powering (external PSU-48VP1-40 or the TPS-PI-1P1 power injector) not included, shall be ordered separately. Compatible with MK CableLink Plus Modular, Ackermann Cablelink Modular Floorboxes versions","$2,535.00"
Lightware,FP-UMX-TPS-TX130-MKS,"HDMI, VGA, DP1.1 + Ethernet + bidirectional RS-232 + single direction IR HDBaseT floor box transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. Compatible with TPS series input boards and receivers. Powering (external PSU-48VP1-40 or the TPS-PI-1P1 power injector) not included, shall be ordered separately. Compatible with MK CableLink Plus Screed, Single Pan Boxes, Onix Plus Screeded Floor system versions","$2,535.00"
Lightware,FP-UMX-TPS-TX130-GES4,"HDMI, VGA, DP1.1 + Ethernet + bidirectional RS-232 + single direction IR HDBaseT floor box transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. Compatible with TPS series input boards and receivers. Powering (external PSU-48VP1-40 or the TPS-PI-1P1 power injector) not included, shall be ordered separately. Compatible with OBO Bettermann GES4, GES6, GESR4, GESR7, UDHOME4 versions","$2,535.00"
Lightware,FP-UMX-TPS-TX130-GES9,"HDMI, VGA, DP1.1 + Ethernet + bidirectional RS-232 + single direction IR HDBaseT floor box transmitter for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. Compatible with TPS series input boards and receivers. Powering (external PSU-48VP1-40 or the TPS-PI-1P1 power injector) not included, shall be ordered separately. Compatible with OBO Bettermann GES9, GESR9, UDHOME9 versions","$2,535.00"
Lightware,Event Manager,"Software tool for managing simple events and control functions. Configurable to detect LW3 protocol Change message to create Events. Controlling 3rd party or the
Lightware devices through RS-232, Ethernet, GPIO.", POA
Lightware,Carlon US wall box ,Carlon 225R plastic 2 gang US wall box for WP-UMX-TPS,$85.00
Lightware,TPS-PI-1P1,"Single port standalone power injector for UMX-TPS-TX120/130/140, WP-UMX-TPS-TX120/130, TPS-210 and -220 series extenders; 48V DC input; status leds;    ",$639.00
Lightware,MMX4x2-HDMI-USB20-L,"4x2 HDMI matrix switcher with USB 2.0 host switching and advanced control functions. Supports 4x USB 2.0 devices and host peripherals. All 3D formats, and 4K / UHD  (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Audio embedding and de-embedding. Built-in Event Manager, command injection, Autoselect & priority modes, EDID Management. Infra and CEC command sending/receiving with Event Manager; advanced RS-232 control. ","$2,817.00"
Lightware,MMX8x8-HDMI-4K-A-USB20 ,"8x8  HDMI standalone matrix switcher with USB 2.0 host switching and advanced control functions. Supports 4x USB 2.0 devices and host peripherals. All 3D formats, 4K / UHD  (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  are supported. Audio embedding and de-embedding. Built-in Event Manager, Autoselect & priority modes, EDID Management. Infra and CEC command sending/receiving with Event Manager; advanced RS-232 control.","$7,700.00"
Lightware,MMX8x8-HDMI-4K-A ,"8x8  HDMI standalone matrix switcher with advanced control functions. All 3D formats, 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  are supported. Audio embedding and de-embedding. Built-in Event Manager,  Autoselect & priority modes, EDID Management.Infra and CEC command sending/receiving with Event Manager; advanced RS-232 control. ","$7,043.00"
Lightware,UMX-HDMI-140,"HDMI, VGA, DVI, DP1.1 + Ethernet + RS-232 + bidirectional IR standalone switcher. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. Stereo local analog audio embedding, GPIO control port, command injection, Autoselect & priority modes, EDID Management. ","$1,925.00"
Lightware,UMX-HDMI-140-Plus,"HDMI, VGA, DVI, DP1.1 + Ethernet + RS-232 + bidirectional IR standalone switcher with advanced control functions. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. Stereo local analog audio embedding, GPIO control port, command injection, Autoselect & priority modes, EDID Management. Infra and CEC command sending/receiving with Event Manager; advanced RS-232 control; increased number of events to 100","$2,113.00"
Lightware,MMX4x2-HT200,"4x2 multiport matrix switcher. 3x HDMI, 1x TPS input ports and 2x HDMI output ports with advanced control functions. HDMI + audio + Ethernet + RS-232 + IR extension up to 170m distance. All 3D formats, and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Audio embedding and de-embedding. Built-in Event Manager, command injection, Autoselect & priority modes, EDID Management. Compatible with TPS series products.  Infra and CEC command sending/receiving with Event Manager; advanced RS-232 control","$2,535.00"
Lightware,MMX4x2-HDMI,"4x2 HDMI matrix switcher with advanced control functions. All 3D formats, and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Audio embedding and de-embedding. Built-in Event Manager, command injection, Autoselect & priority modes, EDID Management. Infra and CEC command sending/receiving with Event Manager; advanced RS-232 control.","$1,878.00"
Lightware,MMX6x2-HT200,"6x2 multiport matrix switcher. 4x HDMI, 2x TPS input ports and 2x HDMI output ports with HDBaseT extension including PoE. HDMI1.4 + audio + Ethernet + RS-232 + IR extension up to 170m distance. All 3D formats, and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Audio embedding and de-embedding. Built-in Event Manager, command injection, Autoselect & priority modes, EDID Management. Compatible with TPS series products.","$5,634.00"
Lightware,MMX6x2-HT210,"6x2 multiport matrix switcher. 4x HDMI, 2x TPS input ports and 2x HDMI, 1x TPS output ports with HDBaseT extension including PoE. HDMI1.4 + audio + Ethernet + RS-232 + IR extension up to 170m distance. All 3D formats, and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Audio embedding and de-embedding. Built-in Event Manager, command injection, Autoselect & priority modes, EDID Management. Compatible with TPS series products.","$6,104.00"
Lightware,MMX6x2-HT220,"6x2 multiport matrix switcher. 4x HDMI, 2x TPS input ports and 2x HDMI, 2x TPS output ports with HDBaseT extension including PoE. HDMI1.4 + audio + Ethernet + RS-232 + IR extension up to 170m distance. All 3D formats,   4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  are supported. Audio embedding and de-embedding. Built-in Event Manager, command injection, Autoselect & priority modes, EDID Management. Compatible with TPS series products.","$6,573.00"
Lightware,MMX8x4-HT400MC,"8x4 multiport matrix switcher with advanced control functions. 4x HDMI, 4x TPS input ports and 4x HDMI output.  Audio DSP and Microphone input. HDMI + audio + RS-232 + IR extension up to 100m distance. All 3D formats, 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  are supported. IR control port. Audio embedding and de-embedding. Built-in Event Manager, command injection, Autoselect & priority modes, EDID Management. Compatible with TPS series products. Infra and CEC command sending/receiving with Event Manager; advanced RS-232 control.","$6,761.00"
Lightware,MMX8x4-HT420M ,"8x4 multiport matrix switcher with advanced control functions. 4x HDMI, 4x TPS input ports and 2x HDMI, 2x TPS output ports with HDBaseT extension including PoE. Audio DSP and Microphone input. HDMI + audio + Ethernet + RS-232 + IR extension up to 170m distance. All 3D formats, 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  are supported. GPIO, Relay, IR control ports. Audio embedding and de-embedding. Built-in Event Manager, command injection, Autoselect & priority modes, EDID Management. Compatible with TPS series products. Infra and CEC command sending/receiving with Event Manager; advanced RS-232 control.","$10,048.00"
Lightware,MMX8x8-HT080,"8x8 multiport matrix switcher. 8x HDMI input ports with 8x TPS output ports with HDBaseT extension including PoE. HDMI + audio + Ethernet + RS-232 + IR extension up to 170m distance. All 3D formats, 4K / UHD ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Audio embedding and de-embedding. Built-in Event Manager, command injection, Autoselect & priority modes, EDID Management. Compatible with TPS series products.","$10,329.00"
Lightware,MMX8x8-HT440,"8x8 multiport matrix switcher. 4x HDMI, 4x TPS input ports and 4x HDMI, 4x TPS output ports with HDBaseT extension including PoE. HDMI + audio + Ethernet + RS-232 + IR extension up to 170m distance. All 3D formats, 4K / UHD ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Audio embedding and de-embedding. Built-in Event Manager, command injection, Autoselect & priority modes, EDID Management. Compatible with TPS series products.","$10,329.00"
Lightware,HDMI-4K De-embedder,"HDMI audio de-embedder with balanced and unbalanced analog audio output. Audio volume control and built-in Advanced EDID Manager with USB control, cable EQ on input, Pixel Accurate Reclocking, HDCP compliant, supporting 3D and 4K / UHD (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0).",$939.00
Lightware,HDMI-4K Manager,"HDMI Advanced EDID Manager. cable EQ on input, Pixel Accurate Reclocking, HDCP compliant, supporting 3D and 4K / UHD (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0). USB control.",$892.00
Lightware,DA2HDMI-4K-Plus-A,"1 input 2 output HDMI distribution amplifier with audio embedder and  de-embedder with balanced and unbalanced analog audio. Audio volume control and built-in Advanced EDID Manager with USB control, cable EQ on input, Pixel Accurate Reclocking, HDCP compliant, supporting 3D and 4K / UHD (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0).","$1,127.00"
Lightware,DA2HDMI-4K-Plus,"1 input 2 output HDMI distribution amplifier. Built-in Advanced EDID Manager with USB control, cable EQ on input, Pixel Accurate Reclocking, HDCP compliant, supporting 3D and 4K / UHD (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0).",$939.00
Lightware,DA4-HDMI20-C,1 input 4 output HDMI 2.0 distribution amplifier with EDID Management and Pixel Accurate Reclocking,$704.00
Lightware,DA8-HDMI20-C,1 input 8 output HDMI 2.0 distribution amplifier with EDID Management and Pixel Accurate Reclocking,"$1,080.00"
Lightware,TBP6-EU-K,Trigger button panel with 6 push buttons for Event Manager through GPIO. Compatible with European wall mounting box and external size. Black color,$282.00
